fid,repDist,prec,apRec,bureau,basicCar,agency,name,shapeLeng,abbrevApr,shapeArea,shapeLength
832,1395,13,NEWTON,CENTRAL BUREAU,13A93,PD,1395,0.04155822,NEWT,1469071.65234375,5093.08329191066
833,1394,13,NEWTON,CENTRAL BUREAU,13A93,PD,1394,0.02422099,NEWT,505179.50390625,3052.41166744896
834,1393,13,NEWTON,CENTRAL BUREAU,13A93,PD,1393,0.02418996,NEWT,505296.75,3047.13380063516
835,1451,14,PACIFIC,WEST BUREAU,14A11,PD,1451,0.04648596,PAC,501914.328125,5785.63915389979
836,1475,14,PACIFIC,WEST BUREAU,14A73,PD,1475,0.04786061,PAC,1897357.26953125,6059.35767125926
837,1474,14,PACIFIC,WEST BUREAU,14A73,PD,1474,0.04583375,PAC,1771163.51171875,5675.43212435618
838,1256,12,77TH STREET,SOUTH BUREAU,12A57,PD,1256,0.03448255,77TH,774842.4921875,4010.62891021128
839,1258,12,77TH STREET,SOUTH BUREAU,12A57,PD,1258,0.03115758,77TH,888807.15625,3774.95230828004
840,1477,14,PACIFIC,WEST BUREAU,14A67,PD,1477,0.04521761,PAC,1639000.71875,5462.56533399966
841,1476,14,PACIFIC,WEST BUREAU,14A73,PD,1476,0.03549129,PAC,1138569.01953125,4358.16530452028
842,1268,12,77TH STREET,SOUTH BUREAU,12A67,PD,1268,0.03313914,77TH,1019815.15234375,4040.15436753261
843,1473,14,PACIFIC,WEST BUREAU,14A73,PD,1473,0.06044153,PAC,1957750.81640625,7066.89714972535
844,1471,14,PACIFIC,WEST BUREAU,14A73,PD,1471,0.04158375,PAC,603590.6015625,5177.90114582782
845,1483,14,PACIFIC,WEST BUREAU,14A73,PD,1483,0.07066323,PAC,1856740.09765625,8274.00397476932
846,1484,14,PACIFIC,WEST BUREAU,14A73,PD,1484,0.01902964,PAC,236004.25,2324.37712403392
847,1486,14,PACIFIC,WEST BUREAU,14A73,PD,1486,0.05109187,PAC,1046798.37890625,6059.00406656427
848,1485,14,PACIFIC,WEST BUREAU,14A73,PD,1485,0.04128229,PAC,654037.7578125,4911.78052607122
849,1487,14,PACIFIC,WEST BUREAU,14A67,PD,1487,0.03795375,PAC,706495.37890625,4640.57073677962
850,1802,18,SOUTHEAST,SOUTH BUREAU,18A1,PD,1802,0.03836329,SOE,1348103.55859375,4646.78233943343
851,1495,14,PACIFIC,WEST BUREAU,14A67,PD,1495,0.03370313,PAC,1003285.8984375,4075.71256326305
852,1492,14,PACIFIC,WEST BUREAU,14A73,PD,1492,0.06226521,PAC,1985496.1953125,7810.99876807024
853,1822,18,SOUTHEAST,SOUTH BUREAU,18A17,PD,1822,0.04191773,SOE,1633851.4921875,5120.77458627137
854,1821,18,SOUTHEAST,SOUTH BUREAU,18A17,PD,1821,0.03527342,SOE,1162382.4296875,4324.71580658794
855,1496,14,PACIFIC,WEST BUREAU,14A67,PD,1496,0.02757788,PAC,514268.078125,3242.08629575963
856,1838,18,SOUTHEAST,SOUTH BUREAU,18A49,PD,1838,0.0238096,SOE,503408.078125,2972.55349901278
857,1839,18,SOUTHEAST,SOUTH BUREAU,18A49,PD,1839,0.02528394,SOE,570506.94140625,3196.60618411577
858,1832,18,SOUTHEAST,SOUTH BUREAU,18A41,PD,1832,0.03346106,SOE,712486.9921875,3893.13325209743
859,1849,18,SOUTHEAST,SOUTH BUREAU,18A49,PD,1849,0.03211626,SOE,882434.65234375,4034.68227979909
860,1846,18,SOUTHEAST,SOUTH BUREAU,18A35,PD,1846,0.02790189,SOE,690414.3828125,3378.5489678413
861,1864,18,SOUTHEAST,SOUTH BUREAU,18A63,PD,1864,0.03291541,SOE,991122.47265625,4021.41013094213
862,512,5,HARBOR,SOUTH BUREAU,5A11,PD,0512,0.03140696,HARB,639124.58203125,3814.66360417105
863,522,5,HARBOR,SOUTH BUREAU,5A25,PD,0522,0.02260187,HARB,463557.0078125,2780.815321603
864,521,5,HARBOR,SOUTH BUREAU,5A55,PD,0521,0.10666482,HARB,8431522.828125,13031.2002957927
865,524,5,HARBOR,SOUTH BUREAU,5A25,PD,0524,0.0281903,HARB,678304.62890625,3525.00218513495
866,523,5,HARBOR,SOUTH BUREAU,5A25,PD,0523,0.06986857,HARB,2177957.890625,8781.95672537398
867,589,5,HARBOR,SOUTH BUREAU,5A85,PD,0589,0.08028173,HARB,1627441.89453125,9951.36192711739
868,587,5,HARBOR,SOUTH BUREAU,5A85,PD,0587,0.04456398,HARB,1232544.609375,5718.24903246165
869,584,5,HARBOR,SOUTH BUREAU,5A85,PD,0584,0.06414829,HARB,2411040.90625,7767.6689897675
870,1913,19,MISSION,VALLEY BUREAU,19A1,PD,1913,0.06023447,MISN,3246901.24609375,7317.73535541144
871,1921,19,MISSION,VALLEY BUREAU,19A1,PD,1921,0.05567273,MISN,2748089.37109375,6810.14615033732
872,1925,19,MISSION,VALLEY BUREAU,19A1,PD,1925,0.04680126,MISN,1452596.3125,5405.9674397864
873,1924,19,MISSION,VALLEY BUREAU,19A1,PD,1924,0.0623248,MISN,2604394.6484375,7585.84476785241
874,1931,19,MISSION,VALLEY BUREAU,19A43,PD,1931,0.04594011,MISN,1398615.63671875,5633.80407886072
875,1619,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1619,0.20606263,FTHL,17849340.3359375,24820.4488041015
876,1605,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1605,0.04122756,FTHL,1369013.44140625,4825.84859746695
877,1606,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1606,0.06241573,FTHL,2212208.96875,7414.92374459656
878,1608,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1608,0.11715637,FTHL,4658070.0703125,13654.2399502017
879,1936,19,MISSION,VALLEY BUREAU,19A43,PD,1936,0.02237934,MISN,417565.3203125,2729.20729628423
880,1935,19,MISSION,VALLEY BUREAU,19A43,PD,1935,0.04872898,MISN,1754490.29296875,5771.39357025207
881,1615,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1615,0.03884423,FTHL,790082.0703125,4451.84178483104
882,1634,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1634,0.07686782,FTHL,5559038.20703125,9159.03833057568
883,1635,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1635,0.08160547,FTHL,3562529.28515625,9742.85804258362
884,1639,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1639,0.02685941,FTHL,671511.03125,3312.41084598401
885,1659,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1659,0.06301875,FTHL,2809730.3671875,7827.31310407373
886,1668,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1668,0.14180064,FTHL,8972682.33203125,16686.6570126592
887,1658,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1658,0.03849948,FTHL,1022833.8125,4650.40257970049
888,1667,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1667,0.1329666,FTHL,10569533.5078125,15476.3449100545
889,1761,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1761,0.1142075,DEV,6093961.171875,13725.8927961535
890,1669,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1669,0.04080249,FTHL,891247.6015625,5131.63229802917
891,2101,21,TOPANGA,VALLEY BUREAU,21A1,PD,2101,0.12745091,TOP,8121817.46484375,15144.0785953381
892,1675,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1675,0.06130862,FTHL,2895899.58984375,7551.5469694601
893,1679,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1679,0.15690152,FTHL,12017800.3515625,18068.6807014795
894,1678,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1678,0.12745523,FTHL,6422957.96875,14537.0676889826
895,2104,21,TOPANGA,VALLEY BUREAU,21A5,PD,2104,0.0297983,TOP,645276.58984375,3573.24882414783
896,2103,21,TOPANGA,VALLEY BUREAU,21A1,PD,2103,0.07115291,TOP,3093224.625,8642.88441248091
897,2102,21,TOPANGA,VALLEY BUREAU,21A1,PD,2102,0.10895263,TOP,3479187.93359375,14663.2843975287
898,1676,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1676,0.06051577,FTHL,860098.6015625,7556.07413163
899,1677,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1677,0.08099369,FTHL,4631890.75390625,9768.76301694021
900,1689,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1689,0.03543113,FTHL,483229.8515625,4170.71760640313
901,1687,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1687,0.05506714,FTHL,1880718.37890625,6736.70534106462
902,1698,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1698,0.05998164,FTHL,2363492.22265625,7280.78575519488
903,1699,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1699,0.02977866,FTHL,703864.36328125,3639.61728184809
904,1695,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1695,0.04200228,FTHL,1051430.6953125,4939.18686565853
905,2133,21,TOPANGA,VALLEY BUREAU,21A1,PD,2133,0.08039889,TOP,3463092.71875,9601.01088192351
906,2132,21,TOPANGA,VALLEY BUREAU,21A1,PD,2132,0.05747241,TOP,3155017.22265625,7000.12951585285
907,1506,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A3,PD,1506,0.0407931,NHWD,1488271.51171875,5035.30826487865
908,1508,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A3,PD,1508,0.02202673,NHWD,400795.8515625,2618.2073456855
909,1509,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A3,PD,1509,0.02340517,NHWD,427471.32421875,2734.31668529519
910,2142,21,TOPANGA,VALLEY BUREAU,21A43,PD,2142,0.0526133,TOP,2582640.45703125,6570.01256200146
911,2141,21,TOPANGA,VALLEY BUREAU,21A43,PD,2141,0.08001973,TOP,4028861.5625,9635.33566263495
912,1519,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A27,PD,1519,0.04019023,NHWD,1320041.48828125,4959.30056014347
913,1527,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A27,PD,1527,0.03924839,NHWD,1424735.47265625,4874.59687215224
914,1529,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A27,PD,1529,0.03543068,NHWD,1146626.80859375,4261.09453865879
915,2161,21,TOPANGA,VALLEY BUREAU,21A73,PD,2161,0.07462462,TOP,3633955.734375,8896.71714969613
916,2162,21,TOPANGA,VALLEY BUREAU,21A73,PD,2162,0.06399712,TOP,2353047.1796875,7465.40571429689
917,1535,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A39,PD,1535,0.03200524,NHWD,951992.40234375,3904.88417021947
918,1538,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A39,PD,1538,0.03199456,NHWD,953208.6484375,3906.52248025973
919,1539,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A39,PD,1539,0.03860142,NHWD,1306875.875,4631.54316948064
920,1547,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A39,PD,1547,0.04090945,NHWD,870383.72265625,5184.48597795986
921,1549,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A39,PD,1549,0.06081922,NHWD,1518373.04296875,7097.82257310508
922,1548,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A39,PD,1548,0.0421595,NHWD,952771.453125,4861.39867072996
923,1557,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A67,PD,1557,0.03910269,NHWD,1442469.51171875,4877.39632509707
924,1559,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A67,PD,1559,0.04431208,NHWD,1483911.9140625,5466.30249209774
925,1569,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A67,PD,1569,0.05080131,NHWD,2196299.2578125,6151.97569171158
926,1567,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A67,PD,1567,0.02808131,NHWD,465647.08203125,3580.17729199691
927,1589,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A67,PD,1589,0.0939273,NHWD,7100522.68359375,11211.8044238891
928,1586,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A67,PD,1586,0.02573699,NHWD,573441.82421875,3211.94475298334
929,1588,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A67,PD,1588,0.04352484,NHWD,679668.11328125,5515.19130710672
930,392,3,SOUTHWEST,SOUTH BUREAU,3A73,PD,0392,0.04839873,SOW,1896508.36328125,5773.3523252861
931,1203,12,77TH STREET,SOUTH BUREAU,12A3,PD,1203,0.04241977,77TH,1629122.6640625,5128.02833763823
932,1211,12,77TH STREET,SOUTH BUREAU,12A31,PD,1211,0.05596022,77TH,1897980.59765625,6577.1327354604
933,1213,12,77TH STREET,SOUTH BUREAU,12A3,PD,1213,0.03709191,77TH,1113952.08203125,4398.97973109063
934,1231,12,77TH STREET,SOUTH BUREAU,12A31,PD,1231,0.05696093,77TH,1720703.59765625,6685.56175316901
935,1233,12,77TH STREET,SOUTH BUREAU,12A45,PD,1233,0.03789995,77TH,1136659.7734375,4499.23395655609
936,1232,12,77TH STREET,SOUTH BUREAU,12A31,PD,1232,0.04752502,77TH,1085595.1015625,5755.04747047082
937,1242,12,77TH STREET,SOUTH BUREAU,12A51,PD,1242,0.03209495,77TH,955600.37890625,3908.61764243715
938,1241,12,77TH STREET,SOUTH BUREAU,12A51,PD,1241,0.03869386,77TH,1129828.78515625,4654.96611743752
939,1243,12,77TH STREET,SOUTH BUREAU,12A45,PD,1243,0.0438126,77TH,1712749.86328125,5269.24888893591
940,1245,12,77TH STREET,SOUTH BUREAU,12A45,PD,1245,0.04339616,77TH,1677723.80859375,5226.55603814328
941,1252,12,77TH STREET,SOUTH BUREAU,12A51,PD,1252,0.03234282,77TH,966580.8203125,3938.08021547973
942,1259,12,77TH STREET,SOUTH BUREAU,12A69,PD,1259,0.04118417,77TH,1432131.1484375,4881.59705009599
943,1253,12,77TH STREET,SOUTH BUREAU,12A53,PD,1253,0.04082979,77TH,1428162.9921875,4882.25601346202
944,1255,12,77TH STREET,SOUTH BUREAU,12A53,PD,1255,0.04056796,77TH,1407858.0546875,4861.48054456349
945,1257,12,77TH STREET,SOUTH BUREAU,12A57,PD,1257,0.03255827,77TH,583503.40625,3756.22367920149
946,1266,12,77TH STREET,SOUTH BUREAU,12A67,PD,1266,0.03415881,77TH,718619.4296875,3966.63312040867
947,1265,12,77TH STREET,SOUTH BUREAU,12A53,PD,1265,0.04267269,77TH,1490861.05078125,5137.87602479663
948,1269,12,77TH STREET,SOUTH BUREAU,12A69,PD,1269,0.0411248,77TH,1426969.89453125,4904.42291081405
949,1263,12,77TH STREET,SOUTH BUREAU,12A53,PD,1263,0.04082745,77TH,1432183.8046875,4877.62717561485
950,1267,12,77TH STREET,SOUTH BUREAU,12A67,PD,1267,0.03522099,77TH,834208.31640625,4117.36717169842
951,1804,18,SOUTHEAST,SOUTH BUREAU,18A3,PD,1804,0.02577674,SOE,503456.9453125,3037.96311679383
952,1803,18,SOUTHEAST,SOUTH BUREAU,18A3,PD,1803,0.02038201,SOE,356739.8203125,2440.41084106691
953,1801,18,SOUTHEAST,SOUTH BUREAU,18A1,PD,1801,0.03611268,SOE,1206384.3359375,4434.57120459152
954,1273,12,77TH STREET,SOUTH BUREAU,12A73,PD,1273,0.04954631,77TH,1894942.046875,5840.18493569665
955,1806,18,SOUTHEAST,SOUTH BUREAU,18A3,PD,1806,0.02744773,SOE,607048.69921875,3251.87423838798
956,1805,18,SOUTHEAST,SOUTH BUREAU,18A3,PD,1805,0.02215536,SOE,440523.6328125,2669.14243762449
957,1826,18,SOUTHEAST,SOUTH BUREAU,18A26,PD,1826,0.03372954,SOE,928698.27734375,4263.40037099857
958,1827,18,SOUTHEAST,SOUTH BUREAU,18A26,PD,1827,0.03889826,SOE,1184149.06640625,4758.04181399449
959,1824,18,SOUTHEAST,SOUTH BUREAU,18A34,PD,1824,0.04509776,SOE,1746266.2890625,5534.84194759268
960,1283,12,77TH STREET,SOUTH BUREAU,12A73,PD,1283,0.05669725,77TH,1980011.2578125,6802.47655800261
961,1823,18,SOUTHEAST,SOUTH BUREAU,18A3,PD,1823,0.03321872,SOE,979088.7421875,4147.37156939013
962,1829,18,SOUTHEAST,SOUTH BUREAU,18A26,PD,1829,0.02816829,SOE,687545.04296875,3394.46267047204
963,1293,12,77TH STREET,SOUTH BUREAU,12A73,PD,1293,0.02323513,77TH,443840.88671875,2920.69781354242
964,1835,18,SOUTHEAST,SOUTH BUREAU,18A35,PD,1835,0.01884163,SOE,333951.4765625,2304.09509717624
965,1836,18,SOUTHEAST,SOUTH BUREAU,18A35,PD,1836,0.03151456,SOE,609200,3894.19546007416
966,1837,18,SOUTHEAST,SOUTH BUREAU,18A35,PD,1837,0.04200378,SOE,1487405.83984375,5305.99312743331
967,1841,18,SOUTHEAST,SOUTH BUREAU,18A41,PD,1841,0.04080913,SOE,1533757.48828125,5052.44802121403
968,1834,18,SOUTHEAST,SOUTH BUREAU,18A34,PD,1834,0.04208324,SOE,927272.97265625,4965.39300544308
969,1844,18,SOUTHEAST,SOUTH BUREAU,18A34,PD,1844,0.04423994,SOE,1563696.40625,5262.17762787259
970,1842,18,SOUTHEAST,SOUTH BUREAU,18A41,PD,1842,0.04050999,SOE,1417696.046875,4834.03229278382
971,1862,18,SOUTHEAST,SOUTH BUREAU,18A63,PD,1862,0.04348167,SOE,1526050.18359375,5201.13767378093
972,1863,18,SOUTHEAST,SOUTH BUREAU,18A63,PD,1863,0.03078848,SOE,874113.36328125,3790.44579816439
973,1861,18,SOUTHEAST,SOUTH BUREAU,18A97,PD,1861,0.03264069,SOE,985947.3515625,3970.45948131166
974,1831,18,SOUTHEAST,SOUTH BUREAU,18A97,PD,1831,0.03519039,SOE,1040731.375,4253.59383726973
975,1851,18,SOUTHEAST,SOUTH BUREAU,18A97,PD,1851,0.03337929,SOE,1020966.72265625,4046.07343012536
976,1871,18,SOUTHEAST,SOUTH BUREAU,18A97,PD,1871,0.04676219,SOE,1880157.59765625,5853.26373623664
977,1881,18,SOUTHEAST,SOUTH BUREAU,18A97,PD,1881,0.04742351,SOE,1880695.55078125,5951.58418459855
978,1891,18,SOUTHEAST,SOUTH BUREAU,18A97,PD,1891,0.03686269,SOE,1206388.859375,4521.99507804281
979,501,5,HARBOR,SOUTH BUREAU,5A1,PD,0501,0.08007902,HARB,3256532.3203125,9428.15773592336
980,502,5,HARBOR,SOUTH BUREAU,5A1,PD,0502,0.01953163,HARB,315056.73828125,2395.59228824161
981,504,5,HARBOR,SOUTH BUREAU,5A1,PD,0504,0.06737815,HARB,3537344.3203125,8536.21647931799
982,505,5,HARBOR,SOUTH BUREAU,5A1,PD,0505,0.06045997,HARB,1950408.5703125,7310.68286437177
983,506,5,HARBOR,SOUTH BUREAU,5A1,PD,0506,0.041754,HARB,1565424.41796875,5105.31421490991
984,519,5,HARBOR,SOUTH BUREAU,5A15,PD,0519,0.16900111,HARB,6046769.359375,20764.0128879582
985,507,5,HARBOR,SOUTH BUREAU,5A1,PD,0507,0.04266091,HARB,1516924.4921875,5235.46339736835
986,508,5,HARBOR,SOUTH BUREAU,5A11,PD,0508,0.04037948,HARB,1220756.33984375,5053.35380302685
987,509,5,HARBOR,SOUTH BUREAU,5A11,PD,0509,0.05040852,HARB,1635443.828125,5684.4958078242
988,518,5,HARBOR,SOUTH BUREAU,5A15,PD,0518,0.05085196,HARB,1494952.4453125,6272.1061704573
989,515,5,HARBOR,SOUTH BUREAU,5A15,PD,0515,0.0392246,HARB,1388482.13671875,4734.14413840868
990,514,5,HARBOR,SOUTH BUREAU,5A15,PD,0514,0.05753453,HARB,2122427.5859375,7297.39359744252
991,513,5,HARBOR,SOUTH BUREAU,5A11,PD,0513,0.07172015,HARB,3549319.2421875,8795.2268227919
992,503,5,HARBOR,SOUTH BUREAU,5A11,PD,0503,0.03998829,HARB,1189096.12890625,4583.58219818001
993,511,5,HARBOR,SOUTH BUREAU,5A11,PD,0511,0.03022854,HARB,827866.03515625,3650.85110379689
994,517,5,HARBOR,SOUTH BUREAU,5A17,PD,0517,0.03606139,HARB,1193179.41015625,4372.55602269657
995,528,5,HARBOR,SOUTH BUREAU,5A17,PD,0528,0.03870206,HARB,1215630.89453125,4632.97478803858
996,516,5,HARBOR,SOUTH BUREAU,5A15,PD,0516,0.02808717,HARB,704046.9140625,3494.08681328752
997,532,5,HARBOR,SOUTH BUREAU,5A15,PD,0532,0.02911632,HARB,749447.69921875,3613.29735734501
998,531,5,HARBOR,SOUTH BUREAU,5A11,PD,0531,0.03046516,HARB,745938.23828125,3672.23577362505
999,529,5,HARBOR,SOUTH BUREAU,5A17,PD,0529,0.11660642,HARB,9471320.50390625,13915.9848146604
1000,526,5,HARBOR,SOUTH BUREAU,5A25,PD,0526,0.02470058,HARB,559080.8359375,3023.82046359642
1001,525,5,HARBOR,SOUTH BUREAU,5A25,PD,0525,0.03509777,HARB,1015522.9375,4168.14084460926
1002,527,5,HARBOR,SOUTH BUREAU,5A25,PD,0527,0.06595995,HARB,3980106.0234375,8085.46529126175
1003,559,5,HARBOR,SOUTH BUREAU,5A59,PD,0559,0.17477225,HARB,11726028.1054688,21412.6228212355
1004,541,5,HARBOR,SOUTH BUREAU,5A55,PD,0541,0.05577258,HARB,1502909.84375,6281.1703834501
1005,558,5,HARBOR,SOUTH BUREAU,5A59,PD,0558,0.06803904,HARB,3054531.05078125,8320.42889420509
1006,555,5,HARBOR,SOUTH BUREAU,5A55,PD,0555,0.04154927,HARB,1318680.2109375,5064.62371111349
1007,551,5,HARBOR,SOUTH BUREAU,5A55,PD,0551,0.09030864,HARB,3009231.11328125,9951.98144607934
1008,557,5,HARBOR,SOUTH BUREAU,5A55,PD,0557,0.03141457,HARB,864498.5234375,3779.38859945666
1009,564,5,HARBOR,SOUTH BUREAU,5A59,PD,0564,0.02892293,HARB,767531.15625,3514.73731762106
1010,599,5,HARBOR,SOUTH BUREAU,5A59,PD,0599,0.19018907,HARB,14705966.5585938,22812.1746678908
1011,561,5,HARBOR,SOUTH BUREAU,5A55,PD,0561,0.05094987,HARB,1363588.5546875,6187.25626723433
1012,563,5,HARBOR,SOUTH BUREAU,5A85,PD,0563,0.04643413,HARB,1616203.8125,5630.75082565389
1013,565,5,HARBOR,SOUTH BUREAU,5A55,PD,0565,0.02310829,HARB,359027.55078125,2702.49327352313
1014,562,5,HARBOR,SOUTH BUREAU,5A55,PD,0562,0.03686439,HARB,1112323.76171875,4581.89950388103
1015,566,5,HARBOR,SOUTH BUREAU,5A59,PD,0566,0.02763991,HARB,705857.515625,3357.61628375284
1016,567,5,HARBOR,SOUTH BUREAU,5A59,PD,0567,0.04319607,HARB,661672.70703125,5411.27172144787
1017,569,5,HARBOR,SOUTH BUREAU,5A59,PD,0569,0.07040013,HARB,2548767.09375,8805.57662965214
1018,581,5,HARBOR,SOUTH BUREAU,5A85,PD,0581,0.05472863,HARB,2633610.08984375,6476.82592818759
1019,583,5,HARBOR,SOUTH BUREAU,5A85,PD,0583,0.06195766,HARB,2154230.38671875,7459.3128895955
1020,585,5,HARBOR,SOUTH BUREAU,5A85,PD,0585,0.04429337,HARB,1617498.49609375,5234.80249545769
1021,807,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0807,0.17432984,WLA,11238023.9453125,21680.4434341411
1022,808,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0808,0.16677355,WLA,11582901.3710938,20537.4354973427
1023,801,8,WEST LOS ANGELES,WEST BUREAU,8A1,PD,0801,0.24371036,WLA,28414824.1210938,30137.3263164894
1024,806,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0806,0.20744515,WLA,12680592.3632813,25674.758270439
1025,809,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0809,0.15638285,WLA,6853784.4140625,19052.1082096806
1026,621,6,HOLLYWOOD,WEST BUREAU,6A31,PD,0621,0.07919141,HWD,2684841.6015625,9623.51646385167
1027,632,6,HOLLYWOOD,WEST BUREAU,6A31,PD,0632,0.11463692,HWD,4648793.78515625,13879.9964099967
1028,645,6,HOLLYWOOD,WEST BUREAU,6A45,PD,0645,0.04146045,HWD,1073176.5078125,5279.66598079959
1029,642,6,HOLLYWOOD,WEST BUREAU,6A31,PD,0642,0.0294544,HWD,824697.6875,3624.13621160948
1030,644,6,HOLLYWOOD,WEST BUREAU,6A45,PD,0644,0.02672956,HWD,534706.66796875,3158.90711045059
1031,663,6,HOLLYWOOD,WEST BUREAU,6A63,PD,0663,0.0363327,HWD,1132326.9296875,4380.50177105735
1032,701,7,WILSHIRE,WEST BUREAU,7A1,PD,0701,0.05761642,WILS,1541861.04296875,7068.33386384998
1033,702,7,WILSHIRE,WEST BUREAU,7A1,PD,0702,0.04311114,WILS,1445431.91796875,5204.94052898865
1034,705,7,WILSHIRE,WEST BUREAU,7A1,PD,0705,0.02651566,WILS,595750.99609375,3348.71505661172
1035,819,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0819,0.07394282,WLA,3463861.1484375,9000.9816802195
1036,711,7,WILSHIRE,WEST BUREAU,7A1,PD,0711,0.04703351,WILS,999209.16796875,5533.1811571289
1037,811,8,WEST LOS ANGELES,WEST BUREAU,8A1,PD,0811,0.16731236,WLA,14513910.8867188,20777.8484709451
1038,721,7,WILSHIRE,WEST BUREAU,7A21,PD,0721,0.04308589,WILS,1206692.41015625,5144.21732562775
1039,815,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0815,0.05106387,WLA,1143062.99609375,6291.02701558356
1040,722,7,WILSHIRE,WEST BUREAU,7A21,PD,0722,0.03260877,WILS,841595.328125,4177.90773749476
1041,814,8,WEST LOS ANGELES,WEST BUREAU,8A13,PD,0814,0.04728423,WLA,1010120.55078125,5981.65697097032
1042,816,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0816,0.01678715,WLA,221945.7578125,2145.13315146256
1043,838,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0838,0.02955897,WLA,479710.95703125,3702.4346401434
1044,829,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0829,0.04685504,WLA,1812284.1015625,5597.48560731157
1045,827,8,WEST LOS ANGELES,WEST BUREAU,8A13,PD,0827,0.03906206,WLA,899804.58203125,4854.53661474965
1046,839,8,WEST LOS ANGELES,WEST BUREAU,8A95,PD,0839,0.03437657,WLA,924035.23828125,4239.02065267553
1047,742,7,WILSHIRE,WEST BUREAU,7A21,PD,0742,0.03585118,WILS,821182.09765625,4195.23238729817
1048,849,8,WEST LOS ANGELES,WEST BUREAU,8A59,PD,0849,0.03289626,WLA,934430.3828125,4078.05869750204
1049,824,8,WEST LOS ANGELES,WEST BUREAU,8A1,PD,0824,0.11082269,WLA,4775716.53515625,13883.372318606
1050,848,8,WEST LOS ANGELES,WEST BUREAU,8A95,PD,0848,0.03092228,WLA,867794.87890625,3808.87561996737
1051,825,8,WEST LOS ANGELES,WEST BUREAU,8A13,PD,0825,0.04989547,WLA,1793517.56640625,5953.38185872517
1052,886,8,WEST LOS ANGELES,WEST BUREAU,8A95,PD,0886,0.06872513,WLA,1908139.85546875,8580.24590226534
1053,857,8,WEST LOS ANGELES,WEST BUREAU,8A95,PD,0857,0.04495668,WLA,1422016.8984375,5426.10277331188
1054,858,8,WEST LOS ANGELES,WEST BUREAU,8A95,PD,0858,0.03093548,WLA,614523.7109375,3883.11940694495
1055,855,8,WEST LOS ANGELES,WEST BUREAU,8A29,PD,0855,0.04108374,WLA,975128.5625,4630.93941007993
1056,832,8,WEST LOS ANGELES,WEST BUREAU,8A13,PD,0832,0.0270149,WLA,631638.57421875,3228.71944768867
1057,831,8,WEST LOS ANGELES,WEST BUREAU,8A13,PD,0831,0.06929758,WLA,2515705.33984375,8210.91856261606
1058,842,8,WEST LOS ANGELES,WEST BUREAU,8A53,PD,0842,0.0326921,WLA,762174.73046875,3975.58747020926
